cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hprecalc13,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,firstgen,re_all,living18,sex,StemMaj,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,SFcareer,SFotherwork,SFdiscuss,SFperform,id,DE_group_temp,hdc17,DC_student
1,5,-1.6163999999999996,6,5,-1.0412,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Asian,With family (commuting),Male,0,8,0,0.0,-1.0654885001324295,-0.0,-14,-1.9,-0.8999999999999999,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,6.0,6.0,,6.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,2,2,2,2,66,1,2,1
1,6,-0.6163999999999996,7,5,-1.0412,1,1,0,4,-0.4817999999999998,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,15,1,0.39204279517616775,-0.6734457049562617,-0.6734457049562617,5,0.0,1.0,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,2,1,3,2,67,2,5,1
1,7,0.3836000000000004,6,6,-0.0411999999999999,0,0,0,2,-2.4818,3,0.6842000000000001,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,15,1,0.39749578774776995,-0.6679927123846595,-0.6679927123846595,-7,-1.2,-0.19999999999999996,2,3,2,3,2,3,2,4,3,4,4,3,3,3,3,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,3,1,1,2,68,2,4,1
0,5,-1.6163999999999996,7,5,-1.0412,0,1,1,2,-2.4818,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,3,0,0.0,-1.0654885001324295,-0.0,25,2.0,3.0,2,3,2,3,3,3,4,3,2,1,1,2,2,2,2,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2,3,3,2,69,1,1,0
1,6,-0.6163999999999996,5,6,-0.0411999999999999,1,1,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,1,0,0.0,-1.0654885001324295,-0.0,32,2.7,3.7,3,3,2,3,4,3,3,3,2,2,2,2,2,3,3,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3,2,2,2,70,1,1,0
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,0,6,1.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,70,1,5.841702413676432,4.776213913544003,4.776213913544003,-6,-1.1,-0.09999999999999998,1,1,1,2,2,2,1,1,2,2,3,2,2,3,2,5.0,,5.0,,6.0,6.0,4.0,3.0,4.0,3.0,4.0,3,2,3,1,71,2,4,1
1,6,-0.6163999999999996,7,5,-1.0412,0,1,1,2,-2.4818,3,0.6842000000000001,0,Other/Multiracial/Unknown,With family (commuting),Female,0,3,0,0.0,-1.0654885001324295,-0.0,-13,-1.8,-0.8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,6.0,6.0,6.0,3,2,3,2,72,1,2,1
0,5,-1.6163999999999996,7,5,-1.0412,1,0,1,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,1,0,0.0,-1.0654885001324295,-0.0,5,0.0,1.0,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,4.0,4.0,3.0,3.0,3.0,,5.0,5.0,5.0,5.0,4.0,2,2,1,1,73,1,1,0
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,1,-1.3157999999999999,1,Asian,With family (commuting),Female,1,6,0,0.0,-1.0654885001324295,-0.0,14,0.8999999999999999,1.9,2,1,2,3,2,3,3,3,2,1,2,2,2,3,3,5.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,1,2,2,1,74,1,1,0
1,6,-0.6163999999999996,7,5,-1.0412,1,0,0,7,2.5182,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Male,1,4,0,0.0,-1.0654885001324295,-0.0,34,2.9,3.9,2,1,1,4,4,4,4,4,4,4,4,4,4,3,3,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,,1,3,3,1,75,1,2,1
0,6,-0.6163999999999996,7,5,-1.0412,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Asian,With family (commuting),Female,0,44,1,3.208969646633682,2.1434811465012524,2.1434811465012524,25,2.0,3.0,3,3,3,4,3,3,2,3,2,3,3,3,2,2,2,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2,2,1,2,76,2,4,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,0,1,0,4,-0.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Male,0,3,0,0.0,-1.0654885001324295,-0.0,31,2.6,3.6,2,2,2,3,3,4,3,3,3,1,3,2,2,3,3,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,2,4,1,3,77,1,1,0
1,5,-1.6163999999999996,6,8,1.9588,1,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,Black/African American,On-campus (residence hall),Female,0,23,1,1.1418891029776943,0.07640060284526484,0.07640060284526484,33,2.8,3.8,2,2,2,4,3,3,3,3,3,3,4,3,2,3,3,4.0,,,3.0,3.0,3.0,6.0,6.0,6.0,6.0,,2,2,2,1,78,2,7,1
0,6,-0.6163999999999996,7,5,-1.0412,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,30,1,1.8461039464991829,0.7806154463667534,0.7806154463667534,4,-0.09999999999999998,0.9,2,3,3,2,2,3,3,3,2,3,3,3,2,3,2,4.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,,2,2,2,2,79,2,6,1
1,6,-0.6163999999999996,7,8,1.9588,0,1,1,5,0.5182000000000002,3,0.6842000000000001,1,White,Off-campus (rent/apartment),Female,0,7,0,0.0,-1.0654885001324295,-0.0,0,-0.5,0.5,1,1,1,3,4,3,3,3,1,1,1,1,1,3,3,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3,2,4,3,80,1,2,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,1,0,0.0,-1.0654885001324295,-0.0,-15,-2.0,-1.0,3,2,3,3,2,2,3,3,3,3,2,3,3,4,4,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3,2,3,2,81,1,3,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,0,Other/Multiracial/Unknown,With family (commuting),Female,0,80,1,6.8,5.734511499867571,5.734511499867571,-7,-1.2,-0.19999999999999996,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3.0,3.0,3.0,3.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,2,2,2,2,82,2,6,1
1,6,-0.6163999999999996,6,8,1.9588,1,0,0,3,-1.4817999999999998,3,0.6842000000000001,0,Hispanic/Latino,On-campus (residence hall),Female,0,1,0,0.0,-1.0654885001324295,-0.0,31,2.6,3.6,3,2,3,3,3,2,3,2,2,3,2,2,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3,1,3,3,83,1,1,0
0,6,-0.6163999999999996,7,8,1.9588,1,1,1,6,1.5182000000000002,2,-0.31579999999999986,1,White,With family (commuting),Female,0,18,1,0.6689804654578783,-0.3965080346745512,-0.3965080346745512,12,0.7,1.7,1,2,1,3,3,3,2,3,2,2,2,2,2,2,3,5.0,5.0,5.0,,4.0,5.0,6.0,5.0,6.0,5.0,5.0,2,3,4,2,84,2,7,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,5,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3,2,2,3,85,1,3,1
1,8,1.3836000000000004,7,5,-1.0412,0,0,1,3,-1.4817999999999998,2,-0.31579999999999986,1,White,With family (commuting),Male,0,24,1,1.2091301950151743,0.1436416948827448,0.1436416948827448,24,1.9,2.9,3,4,3,2,3,3,2,3,2,3,3,3,4,4,4,2.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,7.0,7.0,6.0,2,2,1,3,86,2,5,1
1,6,-0.6163999999999996,7,5,-1.0412,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,32,1,2.0369773332153427,0.9714888330829132,0.9714888330829132,29,2.4,3.4,2,1,1,3,3,2,2,3,2,2,3,2,2,3,2,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,2,1,3,2,87,2,5,1
1,5,-1.6163999999999996,7,7,0.9588000000000001,0,0,1,4,-0.4817999999999998,3,0.6842000000000001,0,Hispanic/Latino,On-campus (residence hall),Female,0,8,0,0.0,-1.0654885001324295,-0.0,-5,-1.0,0.0,4,3,3,3,3,4,4,3,3,3,3,2,3,3,4,4.0,,4.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,3,3,4,3,88,1,1,0
1,6,-0.6163999999999996,7,5,-1.0412,1,0,1,3,-1.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Female,1,16,1,0.4636104280056479,-0.6018780721267816,-0.6018780721267816,-5,-1.0,0.0,3,4,3,3,3,3,3,3,4,3,3,4,3,4,4,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,2,1,3,1,89,2,5,1
0,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,6,1.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,50,1,3.8638260178126815,2.798337517680252,2.798337517680252,-9,-1.4,-0.4,3,3,3,4,4,3,4,3,3,3,2,2,3,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3,3,3,2,90,2,5,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,2,0,0.0,-1.0654885001324295,-0.0,11,0.6000000000000001,1.6,2,3,3,3,2,3,2,3,2,2,3,3,2,3,2,5.0,5.0,4.0,4.0,4.0,3.0,,,3.0,3.0,3.0,2,1,2,3,91,1,1,0
1,7,0.3836000000000004,7,8,1.9588,0,0,1,4,-0.4817999999999998,4,1.6842000000000001,0,White,With family (commuting),Female,0,10,0,0.0,-1.0654885001324295,-0.0,30,2.5,3.5,4,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,7.0,7.0,4,2,3,3,92,1,1,0
0,6,-0.6163999999999996,7,7,0.9588000000000001,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Asian,With family (commuting),Male,1,21,1,0.9496698271183526,-0.11581867301407689,-0.11581867301407689,-2,-0.7,0.3,2,2,2,4,3,4,3,3,2,1,2,3,2,3,3,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2,1,2,1,93,2,7,1
1,5,-1.6163999999999996,7,5,-1.0412,0,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Female,0,2,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,2,2,2,2,2,2,2,2,3,2,3,3,4,3,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,,5.0,4.0,3,2,2,2,94,1,3,1
0,6,-0.6163999999999996,6,8,1.9588,1,0,1,5,0.5182000000000002,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Female,0,15,1,0.39855724073041043,-0.666931259402019,-0.666931259402019,24,1.9,2.9,3,3,4,3,2,2,2,2,3,3,3,2,2,3,3,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,2,2,1,2,95,2,6,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,1,5,0.5182000000000002,4,1.6842000000000001,1,Hispanic/Latino,On-campus (residence hall),Female,0,23,1,1.148193205834584,0.0827047057021546,0.0827047057021546,-9,-1.4,-0.4,3,3,3,3,3,3,3,3,1,1,1,2,1,2,2,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4,2,3,2,96,2,5,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,1,1,1,3,-1.4817999999999998,3,0.6842000000000001,1,Black/African American,Off-campus (rent/apartment),Male,0,5,0,0.0,-1.0654885001324295,-0.0,-3,-0.8,0.2,2,2,2,3,3,3,3,3,1,2,1,2,1,2,2,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3,1,1,2,97,1,2,1
1,8,1.3836000000000004,7,7,0.9588000000000001,0,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,Other/Multiracial/Unknown,With family (commuting),Male,1,7,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,3,3,3,3,3,4,3,3,3,4,3,4,4,3,3,2.0,2.0,,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,1,3,1,98,1,3,1
1,6,-0.6163999999999996,7,5,-1.0412,1,0,0,7,2.5182,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Female,0,5,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,3,4,3,3,3,2,3,3,3,3,4,4,3,3,3,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,1,3,2,3,99,1,1,0
1,7,0.3836000000000004,7,5,-1.0412,1,0,1,3,-1.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,1,39,1,2.796256003538583,1.7307675034061534,1.7307675034061534,31,2.6,3.6,2,2,3,3,3,2,2,3,2,2,2,2,2,3,3,6.0,6.0,,6.0,6.0,6.0,3.0,4.0,4.0,3.0,4.0,3,1,2,4,100,2,7,1
1,8,1.3836000000000004,7,8,1.9588,0,1,0,5,0.5182000000000002,3,0.6842000000000001,0,White,On-campus (residence hall),Female,0,28,1,1.6496935301152251,0.5842050299827957,0.5842050299827957,27,2.2,3.2,3,2,2,3,3,3,4,3,4,4,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,3,2,2,2,101,2,6,1
0,5,-1.6163999999999996,7,6,-0.0411999999999999,1,0,1,7,2.5182,2,-0.31579999999999986,1,Asian,With family (commuting),Male,0,0,0,0.0,-1.0654885001324295,-0.0,29,2.4,3.4,2,3,3,3,4,4,4,3,3,2,2,2,2,3,3,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2,1,2,2,102,0,2,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,1,1,1,3,-1.4817999999999998,4,1.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,0,0,0.0,-1.0654885001324295,-0.0,14,0.8999999999999999,1.9,2,3,2,4,3,4,3,4,2,3,1,2,2,2,2,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,1,3,103,0,1,0
1,8,1.3836000000000004,7,7,0.9588000000000001,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,White,With family (commuting),Male,0,50,1,3.882717332661727,2.8172288325292976,2.8172288325292976,-12,-1.7,-0.7,2,2,2,3,4,3,4,3,3,3,3,3,3,2,2,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,1,2,1,104,2,6,1
1,8,1.3836000000000004,7,7,0.9588000000000001,0,0,1,5,0.5182000000000002,2,-0.31579999999999986,0,White,On-campus (residence hall),Female,1,1,0,0.0,-1.0654885001324295,-0.0,33,2.8,3.8,2,3,3,3,4,4,3,3,4,4,4,4,4,4,3,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2,2,3,3,105,1,1,0
1,8,1.3836000000000004,7,5,-1.0412,1,0,1,7,2.5182,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,7,0,0.0,-1.0654885001324295,-0.0,9,0.4,1.4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,,4.0,2,2,2,2,106,1,2,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,4,1.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,1,0,0,0.0,-1.0654885001324295,-0.0,34,2.9,3.9,3,4,3,2,2,2,1,2,2,2,1,2,2,3,3,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,5.0,,4,2,3,1,107,0,3,1
0,5,-1.6163999999999996,5,5,-1.0412,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,9,0,0.0,-1.0654885001324295,-0.0,-8,-1.3,-0.30000000000000004,4,3,3,3,3,3,3,2,3,3,2,2,3,4,4,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2,2,1,3,108,1,2,1
1,6,-0.6163999999999996,7,8,1.9588,1,0,1,5,0.5182000000000002,3,0.6842000000000001,1,Asian,With family (commuting),Female,1,46,1,3.434707313637406,2.3692188135049763,2.3692188135049763,9,0.4,1.4,4,4,3,1,1,2,1,2,2,3,2,2,3,2,3,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,,5.0,3,3,1,2,109,2,7,1
1,7,0.3836000000000004,7,7,0.9588000000000001,0,0,1,6,1.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,3,0,0.0,-1.0654885001324295,-0.0,24,1.9,2.9,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3,2,3,2,110,1,1,0
1,5,-1.6163999999999996,6,6,-0.0411999999999999,1,0,1,6,1.5182000000000002,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Female,1,15,1,0.34314546145335534,-0.7223430386790741,-0.7223430386790741,-12,-1.7,-0.7,4,4,4,3,3,3,2,4,3,2,3,3,3,3,3,4.0,5.0,,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,1,2,2,2,111,2,5,1
1,7,0.3836000000000004,7,8,1.9588,1,1,0,4,-0.4817999999999998,4,1.6842000000000001,1,Asian,With family (commuting),Female,0,46,1,3.4765725125645845,2.411084012432155,2.411084012432155,-9,-1.4,-0.4,3,3,3,4,4,4,4,4,3,3,3,3,4,3,3,2.0,3.0,2.0,2.0,2.0,1.0,6.0,,5.0,6.0,6.0,4,2,3,3,112,2,5,1
1,6,-0.6163999999999996,7,5,-1.0412,1,0,0,4,-0.4817999999999998,1,-1.3157999999999999,1,Asian,With family (commuting),Female,1,5,0,0.0,-1.0654885001324295,-0.0,7,0.19999999999999996,1.2,2,1,1,2,3,2,2,3,2,2,2,2,1,2,2,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1,3,3,2,113,1,3,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,Asian,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,21,1.6,2.6,3,3,3,2,2,2,1,2,3,3,3,3,3,3,2,,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,3,3,1,3,114,1,1,0
0,6,-0.6163999999999996,6,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,On-campus (residence hall),Female,1,1,0,0.0,-1.0654885001324295,-0.0,-5,-1.0,0.0,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,,3.0,3.0,3.0,3.0,3.0,5.0,,6.0,6.0,5.0,3,1,2,2,115,1,2,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,1,1,3,-1.4817999999999998,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Female,0,60,1,4.833812074680683,3.7683235745482535,3.7683235745482535,17,1.2,2.2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,2,3,3,2,116,2,4,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,1,1,0,5,0.5182000000000002,1,-1.3157999999999999,1,White,Off-campus (rent/apartment),Male,0,10,0,0.0,-1.0654885001324295,-0.0,18,1.3,2.3,2,2,2,2,2,3,3,2,3,3,2,3,3,2,2,4.0,,5.0,5.0,,3.0,5.0,4.0,4.0,,5.0,1,1,1,3,117,1,2,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,0,0,0,2,-2.4818,2,-0.31579999999999986,1,White,On-campus (residence hall),Male,0,8,0,0.0,-1.0654885001324295,-0.0,0,-0.5,0.5,4,4,3,3,3,2,3,3,3,3,3,3,2,4,3,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,2,1,3,2,118,1,3,1
1,8,1.3836000000000004,7,5,-1.0412,0,1,1,7,2.5182,3,0.6842000000000001,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,0,75,1,6.399612099983761,5.334123599851331,5.334123599851331,30,2.5,3.5,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,3,2,2,2,119,2,4,1
1,6,-0.6163999999999996,7,8,1.9588,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Asian,With family (commuting),Female,0,12,1,0.06846115300997795,-0.9970273471224516,-0.9970273471224516,16,1.1,2.1,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,,5.0,6.0,2,2,1,3,120,2,7,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,1,0,0,0.0,-1.0654885001324295,-0.0,19,1.4,2.4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4.0,3.0,4.0,4.0,,4.0,6.0,6.0,6.0,6.0,5.0,3,3,3,1,121,0,2,1
0,7,0.3836000000000004,7,5,-1.0412,1,0,0,7,2.5182,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,-7,-1.2,-0.19999999999999996,3,2,3,2,3,2,3,2,2,1,1,2,2,3,3,6.0,5.0,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,3,3,2,3,122,1,3,1
0,8,1.3836000000000004,7,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,8,0,0.0,-1.0654885001324295,-0.0,23,1.7999999999999998,2.8,3,3,3,3,2,3,3,3,2,3,3,3,3,3,4,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3,1,4,1,123,1,2,1
1,7,0.3836000000000004,7,5,-1.0412,0,0,1,3,-1.4817999999999998,3,0.6842000000000001,0,White,Off-campus (rent/apartment),Female,0,57,1,4.522688736378734,3.457200236246304,3.457200236246304,-1,-0.6,0.4,3,3,3,3,3,3,4,3,2,2,2,2,3,2,2,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,7.0,7.0,7.0,3,3,3,2,124,2,7,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,0,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,Other/Multiracial/Unknown,With family (commuting),Female,0,42,1,3.0451832810994075,1.979694780966978,1.979694780966978,31,2.6,3.6,4,4,4,4,3,4,4,4,3,3,3,3,2,3,3,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,5.0,2,2,3,3,125,2,5,1
0,6,-0.6163999999999996,6,5,-1.0412,1,0,1,5,0.5182000000000002,1,-1.3157999999999999,1,Hispanic/Latino,On-campus (residence hall),Female,0,65,1,5.3170364799433445,4.2515479798109155,4.2515479798109155,-1,-0.6,0.4,3,2,3,3,2,3,3,3,3,3,2,3,2,3,4,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1,2,2,3,126,2,4,1
1,7,0.3836000000000004,7,7,0.9588000000000001,1,1,0,5,0.5182000000000002,3,0.6842000000000001,1,Black/African American,On-campus (residence hall),Female,0,5,0,0.0,-1.0654885001324295,-0.0,13,0.8,1.8,2,2,2,3,2,2,4,3,2,3,3,3,2,3,3,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,2,3,2,127,1,2,1
1,7,0.3836000000000004,7,5,-1.0412,0,0,1,4,-0.4817999999999998,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,72,1,6.025433240159029,4.9599447400266,4.9599447400266,27,2.2,3.2,2,2,2,3,3,2,3,3,2,2,2,2,1,2,2,5.0,,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,2,1,1,1,128,2,7,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,1,0,5,0.5182000000000002,3,0.6842000000000001,1,Black/African American,On-campus (residence hall),Female,0,3,0,0.0,-1.0654885001324295,-0.0,10,0.5,1.5,3,3,3,3,2,2,3,2,3,2,3,3,2,2,2,4.0,4.0,4.0,4.0,4.0,3.0,7.0,6.0,6.0,6.0,7.0,3,2,3,1,129,1,2,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,On-campus (residence hall),Male,1,36,1,2.430127206150636,1.3646387060182064,1.3646387060182064,15,1.0,2.0,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,5.0,2,3,2,2,130,2,7,1
0,5,-1.6163999999999996,5,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,1,White,With family (commuting),Female,0,27,1,1.5658721598001848,0.5003836596677553,0.5003836596677553,9,0.4,1.4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2,2,3,1,131,2,5,1
1,5,-1.6163999999999996,6,7,0.9588000000000001,1,1,1,6,1.5182000000000002,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Female,0,10,0,0.0,-1.0654885001324295,-0.0,21,1.6,2.6,4,4,4,3,3,2,2,2,2,2,3,2,1,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,3,3,132,1,1,0
