cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hapcl_c,hprecalc13,hprecalc13_c,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,hacadpr13,hacadpr13_c,tcare,tcare_c,firstgen,re_all,living18,sex,StemMaj,StemMaj_c,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,id,DE_group_temp,hdc17,DC_student
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,6,1.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,32,1,2.0344045083719764,1.4598538914323325,1.4598538914323325,6,0.09999999999999998,1.1,2,2,2,3,3,3,3,3,1,2,2,2,2,3,3,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,6.0,5.0,5.0,57,2,6,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,1,Asian,With family (commuting),Female,0,-0.2482,63,1,5.18619335148899,4.6116427345493465,4.6116427345493465,-6,-1.1,-0.09999999999999998,4,3,4,3,3,4,4,3,3,2,2,3,3,3,3,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,58,2,7,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,On-campus (residence hall),Female,1,0.7518,8,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,59,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,4,-0.48800000000000043,1,-1.3010000000000002,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,34,1,2.2699369344926077,1.6953863175529638,1.6953863175529638,18,1.3,2.3,4,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,60,2,7,1
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,7,2.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Female,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,-13,-1.8,-0.8,3,3,3,4,4,3,3,4,3,3,2,2,3,3,3,5.0,4.0,,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,61,0,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,1,0.7532,1,0.6564,4,-0.48800000000000043,4,1.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Female,0,-0.2482,21,1,0.9187819785006589,0.34423136156101497,0.34423136156101497,12,0.7,1.7,2,2,2,3,4,3,4,3,2,1,2,2,1,4,4,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,62,2,7,1
0,7,0.47299999999999986,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,8,0,0.0,-0.5745506169396439,-0.0,-11,-1.6,-0.6000000000000001,4,4,4,3,3,3,3,4,2,3,3,3,3,4,4,,2.0,2.0,2.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,63,1,2,1
0,5,-1.5270000000000001,5,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,80,1,6.8,6.225449383060356,6.225449383060356,7,0.19999999999999996,1.2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,64,2,7,1
0,5,-1.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,35,25.2376,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,13,0.8,1.8,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,6.0,5.0,,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,65,1,2,1
1,6,-0.5270000000000001,6,5,-1.0448000000000004,1,1,0.7532,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,White,With family (commuting),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,31,2.6,3.6,2,2,3,2,2,2,2,2,2,1,1,1,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,66,1,2,1
1,8,1.4729999999999999,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,2,-2.4880000000000004,4,1.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,White,On-campus (residence hall),Female,0,-0.2482,40,1,2.8838625182799476,2.309311901340304,2.309311901340304,3,-0.2,0.8,4,4,4,3,2,3,3,3,4,4,4,4,4,2,3,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,67,2,4,1
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,2,-2.4880000000000004,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,19,1.4,2.4,4,3,3,3,3,3,4,3,2,3,2,2,3,3,3,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,,,68,1,2,1
0,7,0.47299999999999986,6,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,17,1.2,2.2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,6.0,69,1,2,1
0,5,-1.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,14,1,0.21376774837405374,-0.36078286856559016,-0.36078286856559016,-13,-1.8,-0.8,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,,4.0,70,2,7,1
1,8,1.4729999999999999,7,7,0.9551999999999996,0,1,0.7532,1,0.6564,6,1.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,8,5.0504,0,Asian,With family (commuting),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,11,0.6000000000000001,1.6,2,2,2,2,2,3,2,3,2,4,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,3.0,,5.0,5.0,5.0,5.0,71,1,2,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,18,8.2376,13,10.0504,1,Asian,Off-campus (rent/apartment),Male,0,-0.2482,17,1,0.5543919625218233,-0.02015865441782061,-0.02015865441782061,15,1.0,2.0,2,2,2,2,1,2,2,2,2,3,2,2,3,2,2,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,72,2,4,1
1,6,-0.5270000000000001,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,13,3.2376000000000005,3,0.05039999999999978,0,Asian,With family (commuting),Male,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,1,-0.4,0.6,3,2,3,2,2,3,2,3,3,3,3,2,3,2,2,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,73,1,3,1
0,7,0.47299999999999986,7,7,0.9551999999999996,1,0,-0.2468,1,0.6564,1,-3.4880000000000004,2,-0.30100000000000016,23,13.2376,0,-2.9496,1,Hispanic/Latino,Off-campus (rent/apartment),Male,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,28,2.3,3.3,3,3,3,2,2,3,2,3,3,4,2,3,2,3,3,3.0,3.0,3.0,3.0,,3.0,6.0,6.0,6.0,6.0,6.0,74,1,2,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,1,1,0.7532,1,0.6564,6,1.5119999999999996,4,1.6989999999999998,13,3.2376000000000005,3,0.05039999999999978,0,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,5,0.0,1.0,2,2,2,3,4,4,3,3,3,4,4,3,4,3,3,3.0,4.0,,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,75,1,2,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,18,8.2376,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,-7,-1.2,-0.19999999999999996,3,3,2,3,2,2,2,3,3,2,3,3,3,4,3,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,76,1,1,0
1,7,0.47299999999999986,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,-10,-1.5,-0.5,3,3,2,4,4,4,3,4,3,2,2,2,2,3,2,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,77,1,3,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,0,-9.7624,18,15.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,5,0.0,1.0,4,3,3,3,3,3,3,3,3,3,2,3,2,3,3,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,,5.0,78,0,3,1
1,5,-1.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,1,-1.3010000000000002,13,3.2376000000000005,3,0.05039999999999978,0,White,Off-campus (rent/apartment),Male,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,2,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,79,1,2,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,1,0.7532,1,0.6564,5,0.5119999999999996,3,0.6989999999999998,23,13.2376,0,-2.9496,0,White,Off-campus (rent/apartment),Female,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,1,-0.4,0.6,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,3.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,5.0,6.0,5.0,80,1,3,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,3,-6.7623999999999995,3,0.05039999999999978,0,Asian,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,8,0.30000000000000004,1.3,4,4,4,3,2,3,3,3,4,4,3,3,3,4,4,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,81,1,2,1
1,6,-0.5270000000000001,5,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,7,2.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,13,10.0504,1,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,4,0,0.0,-0.5745506169396439,-0.0,-15,-2.0,-1.0,3,3,3,2,2,3,3,3,3,4,3,3,3,4,4,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,82,1,2,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,Off-campus (rent/apartment),Male,1,0.7518,3,0,0.0,-0.5745506169396439,-0.0,4,-0.09999999999999998,0.9,3,2,3,3,3,2,2,3,2,2,1,2,1,3,2,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,83,1,2,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,12,0.7,1.7,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,,6.0,7.0,7.0,7.0,6.0,84,1,2,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,8,0.30000000000000004,1.3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,85,1,2,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,-3,-0.8,0.2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,5.0,,4.0,4.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,86,1,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,8,5.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,4,-0.09999999999999998,0.9,4,3,3,3,3,3,3,4,2,2,2,2,2,2,2,4.0,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,87,1,3,1
1,5,-1.5270000000000001,6,7,0.9551999999999996,1,0,-0.2468,1,0.6564,6,1.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,White,Off-campus (rent/apartment),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,-14,-1.9,-0.8999999999999999,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,3.0,3.0,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,88,1,1,0
1,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,7,2.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,-8,-1.3,-0.30000000000000004,3,3,4,3,3,3,2,3,3,3,2,3,3,4,4,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,89,1,1,0
0,7,0.47299999999999986,7,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,29,2.4,3.4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,90,1,1,0
1,6,-0.5270000000000001,6,5,-1.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,23,20.0504,0,Black/African American,On-campus (residence hall),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,3,2,2,3,3,3,3,3,3,3,2,3,3,2,2,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,91,1,2,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,2,-2.4880000000000004,3,0.6989999999999998,3,-6.7623999999999995,8,5.0504,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,12,1,0.08591327478061608,-0.4886373421590279,-0.4886373421590279,21,1.6,2.6,3,3,3,4,3,4,3,4,2,2,3,2,3,2,2,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,92,2,4,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,7,2.5119999999999996,1,-1.3010000000000002,18,8.2376,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,49,1,3.7180001721040306,3.143449555164387,3.143449555164387,-5,-1.0,0.0,3,3,3,1,2,3,2,2,3,4,4,3,4,4,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,93,2,5,1
1,6,-0.5270000000000001,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,15,1.0,2.0,2,2,2,3,4,4,2,3,2,2,2,2,2,3,3,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,94,1,2,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,4,-0.48800000000000043,4,1.6989999999999998,3,-6.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,15,1.0,2.0,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,95,1,2,1
1,5,-1.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,1,Asian,Off-campus (rent/apartment),Male,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,3,3,2,3,3,3,2,3,2,3,2,2,1,2,2,5.0,5.0,6.0,5.0,5.0,,4.0,4.0,4.0,5.0,5.0,96,1,3,1
1,6,-0.5270000000000001,5,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,2,-2.4880000000000004,2,-0.30100000000000016,28,18.2376,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,12,1,0.03131744136568759,-0.5432331755739563,-0.5432331755739563,10,0.5,1.5,2,2,2,3,3,3,2,3,4,3,4,4,3,4,4,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,,97,2,5,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Black/African American,On-campus (residence hall),Female,1,0.7518,8,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,98,1,1,0
1,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,White,On-campus (residence hall),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,8,0.30000000000000004,1.3,3,3,3,3,3,2,3,3,4,3,3,4,3,4,4,3.0,2.0,2.0,2.0,2.0,1.0,6.0,5.0,,5.0,6.0,99,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,7,2.5119999999999996,1,-1.3010000000000002,8,-1.7623999999999995,3,0.05039999999999978,1,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,1,0.7518,2,0,0.0,-0.5745506169396439,-0.0,4,-0.09999999999999998,0.9,3,4,4,2,3,2,2,2,3,1,1,3,1,3,3,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,100,1,2,1
1,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,7,2.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Female,1,0.7518,0,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,2,2,2,3,3,3,3,3,3,2,3,2,3,2,2,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,101,0,2,1
0,5,-1.5270000000000001,6,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,Off-campus (rent/apartment),Male,1,0.7518,16,1,0.41159939487793695,-0.16295122206170698,-0.16295122206170698,-3,-0.8,0.2,3,2,2,3,3,2,3,2,3,3,3,3,3,4,4,3.0,3.0,3.0,3.0,,3.0,5.0,5.0,6.0,5.0,6.0,102,2,4,1
1,6,-0.5270000000000001,7,8,1.9551999999999996,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,17,1,0.5640282245985446,-0.010522392341099307,-0.010522392341099307,-2,-0.7,0.3,3,4,4,3,3,2,3,3,2,3,3,3,3,3,3,6.0,,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,103,2,6,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,20,1.5,2.5,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,4.0,4.0,4.0,3.0,4.0,,6.0,6.0,6.0,5.0,6.0,104,1,1,0
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,3,2,2,3,2,2,2,2,3,3,2,4,3,3,3,5.0,4.0,5.0,5.0,5.0,6.0,5.0,,6.0,6.0,5.0,105,1,1,0
1,7,0.47299999999999986,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,-15,-2.0,-1.0,2,3,2,4,3,4,3,3,4,4,4,4,3,3,4,5.0,4.0,4.0,5.0,,5.0,6.0,6.0,6.0,6.0,6.0,106,1,2,1
0,8,1.4729999999999999,7,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,1,0.7518,33,1,2.145670233737589,1.5711196167979449,1.5711196167979449,-6,-1.1,-0.09999999999999998,3,4,3,2,2,2,3,2,2,3,2,3,3,4,4,4.0,3.0,3.0,4.0,3.0,3.0,7.0,7.0,7.0,7.0,,107,2,4,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,0,-9.7624,13,10.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,32,2.7,3.7,2,3,3,3,2,3,3,3,4,4,4,4,4,3,3,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,108,1,2,1
0,6,-0.5270000000000001,7,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,18,8.2376,0,-2.9496,1,White,With family (commuting),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,2,2,2,3,4,4,4,4,2,3,1,3,2,1,1,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,109,1,2,1
0,6,-0.5270000000000001,6,7,0.9551999999999996,0,1,0.7532,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,29,2.4,3.4,3,2,2,4,4,4,4,4,3,2,3,2,2,3,3,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,110,1,1,0
0,6,-0.5270000000000001,5,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,18,8.2376,3,0.05039999999999978,0,Asian,With family (commuting),Male,0,-0.2482,36,1,2.401943509658951,1.8273928927193073,1.8273928927193073,-12,-1.7,-0.7,3,3,2,2,2,2,2,3,2,2,3,3,3,4,3,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,111,2,7,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,1,-1.3010000000000002,13,3.2376000000000005,0,-2.9496,0,Black/African American,On-campus (residence hall),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,28,2.3,3.3,2,2,3,3,2,3,2,3,3,3,4,2,2,4,3,3.0,3.0,2.0,2.0,,3.0,5.0,6.0,5.0,5.0,6.0,112,1,3,1
0,8,1.4729999999999999,7,7,0.9551999999999996,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,White,Off-campus (rent/apartment),Female,0,-0.2482,24,1,1.2220285794559707,0.6474779625163267,0.6474779625163267,20,1.5,2.5,3,3,3,3,3,2,3,3,2,3,3,3,4,4,4,3.0,,3.0,3.0,3.0,3.0,6.0,7.0,6.0,7.0,6.0,113,2,5,1
